study,study_id,cohort,group,measure,units,n,timepoint,timepoint_mean,timepoint_median,timepoint_range,timepoint_iqr,timepoint_sd,n_timepoints,inj_mean,inj_sd,inj_med,inj_iqr,inj_range,noninj_mean,noninj_sd,noninj_med,noninj_iqr,noninj_range,lsi_mean,lsi_sd,lsi_med,lsi_iqr,lsi_range,notes
Cristiani 2020,#2173,Cristiani 2020,HT Standard,quad isk con 90,lsi,40,1,0.1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.9,13.02,NA,NA,NA,SD/CI extracted graphically
Cristiani 2020,#2173,Cristiani 2020,HT Standard,quad isk con 90,lsi,40,2,4,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.8,11.87,NA,NA,NA,SD/CI extracted graphically
Cristiani 2020,#2173,Cristiani 2020,HT Standard,quad isk con 90,lsi,40,3,6,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.6,12.45,NA,NA,NA,SD/CI extracted graphically
Cristiani 2020,#2173,Cristiani 2020,HT Standard,quad isk con 90,lsi,40,4,8,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.1,12.91,NA,NA,NA,SD/CI extracted graphically
Cristiani 2020,#2173,Cristiani 2020,HT Standard,quad isk con 90,lsi,40,5,12,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.5,10.26,NA,NA,NA,SD/CI extracted graphically
Cristiani 2020,#2173,Cristiani 2020,HT Standard,quad isk con 90,lsi,40,6,24,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.2,9.45,NA,NA,NA,SD/CI extracted graphically
Cristiani 2020,#2173,Cristiani 2020,HT Standard,hs isk con 90,lsi,40,1,0.1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.9,12.03,NA,NA,NA,NA
Cristiani 2020,#2173,Cristiani 2020,HT Standard,hs isk con 90,lsi,40,2,4,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.3,11.92,NA,NA,NA,SD/CI extracted graphically
Cristiani 2020,#2173,Cristiani 2020,HT Standard,hs isk con 90,lsi,40,3,6,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.4,12.62,NA,NA,NA,SD/CI extracted graphically
Cristiani 2020,#2173,Cristiani 2020,HT Standard,hs isk con 90,lsi,40,4,8,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.2,11.09,NA,NA,NA,SD/CI extracted graphically
Cristiani 2020,#2173,Cristiani 2020,HT Standard,hs isk con 90,lsi,40,5,12,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,12.74,NA,NA,NA,SD/CI extracted graphically
Cristiani 2020,#2173,Cristiani 2020,HT Standard,hs isk con 90,lsi,40,6,24,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.1,12.15,NA,NA,NA,SD/CI extracted graphically
Cristiani 2020,#2173,Cristiani 2020,HT Standard,single hop,lsi,40,1,0.1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.1,12.89,NA,NA,NA,SD/CI extracted graphically
Cristiani 2020,#2173,Cristiani 2020,HT Standard,single hop,lsi,40,2,4,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.1,12.89,NA,NA,NA,SD/CI extracted graphically
Cristiani 2020,#2173,Cristiani 2020,HT Standard,single hop,lsi,40,3,6,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.3,12.03,NA,NA,NA,SD/CI extracted graphically
Cristiani 2020,#2173,Cristiani 2020,HT Standard,single hop,lsi,40,4,8,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.6,10.31,NA,NA,NA,SD/CI extracted graphically
Cristiani 2020,#2173,Cristiani 2020,HT Standard,single hop,lsi,40,5,12,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,11.17,NA,NA,NA,SD/CI extracted graphically
Cristiani 2020,#2173,Cristiani 2020,HT Standard,single hop,lsi,40,6,24,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.9,7.02,NA,NA,NA,SD/CI extracted graphically
Cristiani 2020,#2173,Cristiani 2020,HT Accelerated,quad isk con 90,lsi,40,1,0.1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.5,9.78,NA,NA,NA,SD/CI extracted graphically
Cristiani 2020,#2173,Cristiani 2020,HT Accelerated,quad isk con 90,lsi,40,2,4,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.4,12.05,NA,NA,NA,SD/CI extracted graphically
Cristiani 2020,#2173,Cristiani 2020,HT Accelerated,quad isk con 90,lsi,40,3,6,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.9,8.58,NA,NA,NA,SD/CI extracted graphically
Cristiani 2020,#2173,Cristiani 2020,HT Accelerated,quad isk con 90,lsi,40,4,8,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.3,11.52,NA,NA,NA,SD/CI extracted graphically
Cristiani 2020,#2173,Cristiani 2020,HT Accelerated,quad isk con 90,lsi,40,5,12,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.8,11.06,NA,NA,NA,SD/CI extracted graphically
Cristiani 2020,#2173,Cristiani 2020,HT Accelerated,quad isk con 90,lsi,40,6,24,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.5,12.1,NA,NA,NA,SD/CI extracted graphically
Cristiani 2020,#2173,Cristiani 2020,HT Accelerated,hs isk con 90,lsi,40,1,0.1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.4,12.86,NA,NA,NA,SD/CI extracted graphically
Cristiani 2020,#2173,Cristiani 2020,HT Accelerated,hs isk con 90,lsi,40,2,4,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.6,11.68,NA,NA,NA,SD/CI extracted graphically
Cristiani 2020,#2173,Cristiani 2020,HT Accelerated,hs isk con 90,lsi,40,3,6,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.1,12.74,NA,NA,NA,SD/CI extracted graphically
Cristiani 2020,#2173,Cristiani 2020,HT Accelerated,hs isk con 90,lsi,40,4,8,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.9,11.8,NA,NA,NA,SD/CI extracted graphically
Cristiani 2020,#2173,Cristiani 2020,HT Accelerated,hs isk con 90,lsi,40,5,12,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.5,11.44,NA,NA,NA,SD/CI extracted graphically
Cristiani 2020,#2173,Cristiani 2020,HT Accelerated,hs isk con 90,lsi,40,6,24,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.6,11.92,NA,NA,NA,SD/CI extracted graphically
Cristiani 2020,#2173,Cristiani 2020,HT Accelerated,single hop,lsi,40,1,0.1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9,13.03,NA,NA,NA,SD/CI extracted graphically
Cristiani 2020,#2173,Cristiani 2020,HT Accelerated,single hop,lsi,40,2,4,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.8,11.75,NA,NA,NA,SD/CI extracted graphically
Cristiani 2020,#2173,Cristiani 2020,HT Accelerated,single hop,lsi,40,3,6,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.9,11.45,NA,NA,NA,SD/CI extracted graphically
Cristiani 2020,#2173,Cristiani 2020,HT Accelerated,single hop,lsi,40,4,8,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.7,9.88,NA,NA,NA,SD/CI extracted graphically
Cristiani 2020,#2173,Cristiani 2020,HT Accelerated,single hop,lsi,40,5,12,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.1,9.03,NA,NA,NA,SD/CI extracted graphically
Cristiani 2020,#2173,Cristiani 2020,HT Accelerated,single hop,lsi,40,6,24,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,8.17,NA,NA,NA,SD/CI extracted graphically
Curran 2020,#2106,Curran 2020,9 Month,quad isk con 60,lsi,19,1,9.38,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.61,16.73,NA,NA,NA,NA
Curran 2020,#2106,Curran 2020,9 Month,single hop,lsi,19,1,9.38,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.01,9.46,NA,NA,NA,NA
Curran 2020,#2106,Curran 2020,9 Month,triple hop,lsi,19,1,9.38,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.26,10.03,NA,NA,NA,NA
Curran 2020,#2106,Curran 2020,9 Month,triple crossover hop,lsi,19,1,9.38,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.35,13.53,NA,NA,NA,NA
Curran 2020,#2106,Curran 2020,9 Month,vertical hop,lsi,19,1,9.38,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.06,17.35,NA,NA,NA,NA
Curran 2020,#2106,Curran 2020,12 months,quad isk con 60,lsi,22,1,12.28,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.8,13.99,NA,NA,NA,NA
Curran 2020,#2106,Curran 2020,12 months,single hop,lsi,22,1,12.28,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.48,5.53,NA,NA,NA,NA
Curran 2020,#2106,Curran 2020,12 months,triple hop,lsi,22,1,12.28,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.24,6.25,NA,NA,NA,NA
Curran 2020,#2106,Curran 2020,12 months,triple crossover hop,lsi,22,1,12.28,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.18,8.31,NA,NA,NA,NA
Curran 2020,#2106,Curran 2020,12 months,vertical hop,lsi,22,1,12.28,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.64,18.43,NA,NA,NA,NA
Curran 2020,#2106,Curran 2020,18 months,quad isk con 60,lsi,20,1,18.33,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.74,19.14,NA,NA,NA,NA
Curran 2020,#2106,Curran 2020,18 months,single hop,lsi,20,1,18.33,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.24,6.47,NA,NA,NA,NA
Curran 2020,#2106,Curran 2020,18 months,triple hop,lsi,20,1,18.33,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.83,9.6,NA,NA,NA,NA
Curran 2020,#2106,Curran 2020,18 months,triple crossover hop,lsi,20,1,18.33,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.85,8.63,NA,NA,NA,NA
Curran 2020,#2106,Curran 2020,18 months,vertical hop,lsi,20,1,18.33,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.67,16.42,NA,NA,NA,NA
Curran 2020,#2106,Curran 2020,24 months,quad isk con 60,lsi,21,1,24.36,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.4,15.55,NA,NA,NA,NA
Curran 2020,#2106,Curran 2020,24 months,single hop,lsi,21,1,24.36,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.3,6.46,NA,NA,NA,NA
Curran 2020,#2106,Curran 2020,24 months,triple hop,lsi,21,1,24.36,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.91,6.36,NA,NA,NA,NA
Curran 2020,#2106,Curran 2020,24 months,triple crossover hop,lsi,21,1,24.36,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.1,4.12,NA,NA,NA,NA
Curran 2020,#2106,Curran 2020,24 months,vertical hop,lsi,21,1,24.36,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.7,15.13,NA,NA,NA,NA
Everhart 2020a,#1852,Everhart 2020a,Grade 0-1 cartilage damage,quad isk con 60,lsi,114,1,5.3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.6,19,NA,NA,NA,NA
Everhart 2020a,#1852,Everhart 2020a,Grade 0-1 cartilage damage,quad isk con 300,NA,114,1,5.3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.8,20.7,NA,NA,NA,NA
Everhart 2020a,#1852,Everhart 2020a,Grade 2-4 cartilage damage,quad isk con 60,lsi,394,1,6.2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.1,17.9,NA,NA,NA,NA
Everhart 2020a,#1852,Everhart 2020a,Grade 2-4 cartilage damage,quad isk con 300,NA,394,1,6.2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.8,16.7,NA,NA,NA,NA
Getgood 2020,#1473,Getgood 2020,ACLR Alone,quad isk con 90,lsi,180,1,0.1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.9,29.52,NA,NA,NA,SD from SE
Getgood 2020,#1473,Getgood 2020,ACLR Alone,quad isk con 90,lsi,173,2,6,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.4,21.04,NA,NA,NA,SD from SE
Getgood 2020,#1473,Getgood 2020,ACLR Alone,quad isk con 90,lsi,164,3,12,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.2,17.93,NA,NA,NA,SD from SE
Getgood 2020,#1473,Getgood 2020,ACLR Alone,quad isk con 90,lsi,151,4,24,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.5,19.66,NA,NA,NA,SD from SE
Getgood 2020,#1473,Getgood 2020,ACLR Alone,hs isk con 90,lsi,180,1,0.1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.6,28.17,NA,NA,NA,SD from SE
Getgood 2020,#1473,Getgood 2020,ACLR Alone,hs isk con 90,lsi,173,2,6,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.2,22.36,NA,NA,NA,SD from SE
Getgood 2020,#1473,Getgood 2020,ACLR Alone,hs isk con 90,lsi,164,3,12,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.1,20.49,NA,NA,NA,SD from SE
Getgood 2020,#1473,Getgood 2020,ACLR Alone,hs isk con 90,lsi,151,4,24,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,19.66,NA,NA,NA,SD from SE
Getgood 2020,#1473,Getgood 2020,ACLR. + Lateral extra-articular tenodesis,quad isk con 90,lsi,176,1,0.1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.2,23.88,NA,NA,NA,SD from SE
Getgood 2020,#1473,Getgood 2020,ACLR. + Lateral extra-articular tenodesis,quad isk con 90,lsi,172,2,6,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.3,18.36,NA,NA,NA,SD from SE
Getgood 2020,#1473,Getgood 2020,ACLR. + Lateral extra-articular tenodesis,quad isk con 90,lsi,164,3,12,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.9,17.93,NA,NA,NA,SD from SE
Getgood 2020,#1473,Getgood 2020,ACLR. + Lateral extra-articular tenodesis,quad isk con 90,lsi,149,4,24,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.9,18.31,NA,NA,NA,SD from SE
Getgood 2020,#1473,Getgood 2020,ACLR. + Lateral extra-articular tenodesis,hs isk con 90,lsi,176,1,0.1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.9,27.86,NA,NA,NA,SD from SE
Getgood 2020,#1473,Getgood 2020,ACLR. + Lateral extra-articular tenodesis,hs isk con 90,lsi,172,2,6,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.5,22.3,NA,NA,NA,SD from SE
Getgood 2020,#1473,Getgood 2020,ACLR. + Lateral extra-articular tenodesis,hs isk con 90,lsi,164,3,12,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.8,20.49,NA,NA,NA,SD from SE
Getgood 2020,#1473,Getgood 2020,ACLR. + Lateral extra-articular tenodesis,hs isk con 90,lsi,149,4,24,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,18.31,NA,NA,NA,SD from SE
Guney-Deniz 2020,#1160,Guney-Deniz 2020,Hamstring Tendon,quad isk con 60,nm/kg,24,1,13.3,NA,NA,NA,NA,1,1.7,0.4,NA,NA,NA,1.9,0.4,NA,NA,NA,89.5,14.2,NA,NA,NA,NA
Guney-Deniz 2020,#1160,Guney-Deniz 2020,Hamstring Tendon,hs isk con 60,nm/kg,24,1,13.3,NA,NA,NA,NA,1,1.7,0.2,NA,NA,NA,1.7,0.3,NA,NA,NA,88.3,9.1,NA,NA,NA,NA
Guney-Deniz 2020,#1160,Guney-Deniz 2020,Hamstring Tendon,quad isk con 180,nm/kg,24,1,13.3,NA,NA,NA,NA,1,1.4,0.3,NA,NA,NA,1.7,0.2,NA,NA,NA,97.6,16.1,NA,NA,NA,NA
Guney-Deniz 2020,#1160,Guney-Deniz 2020,Hamstring Tendon,hs isk con 180,nm/kg,24,1,13.3,NA,NA,NA,NA,1,1.4,0.2,NA,NA,NA,1.4,0.2,NA,NA,NA,87.9,11.5,NA,NA,NA,NA
Guney-Deniz 2020,#1160,Guney-Deniz 2020,Hamstring Tendon,single hop,cm,24,1,13.3,NA,NA,NA,NA,1,145.5,21.1,NA,NA,NA,152.5,19.1,NA,NA,NA,95.3,7.1,NA,NA,NA,NA
Guney-Deniz 2020,#1160,Guney-Deniz 2020,Tibialis Anterior,quad isk con 60,nm/kg,21,1,13.1,NA,NA,NA,NA,1,1.7,0.5,NA,NA,NA,1.9,0.8,NA,NA,NA,87.7,9.4,NA,NA,NA,NA
Guney-Deniz 2020,#1160,Guney-Deniz 2020,Tibialis Anterior,hs isk con 60,nm/kg,21,1,13.1,NA,NA,NA,NA,1,1.7,0.3,NA,NA,NA,1.7,0.4,NA,NA,NA,91.1,11.1,NA,NA,NA,NA
Guney-Deniz 2020,#1160,Guney-Deniz 2020,Tibialis Anterior,quad isk con 180,nm/kg,21,1,13.1,NA,NA,NA,NA,1,1.3,0.3,NA,NA,NA,1.7,0.4,NA,NA,NA,89.9,13.3,NA,NA,NA,NA
Guney-Deniz 2020,#1160,Guney-Deniz 2020,Tibialis Anterior,hs isk con 180,nm/kg,21,1,13.1,NA,NA,NA,NA,1,1.4,0.2,NA,NA,NA,1.4,0.3,NA,NA,NA,92.9,11.9,NA,NA,NA,NA
Guney-Deniz 2020,#1160,Guney-Deniz 2020,Tibialis Anterior,single hop,cm,21,1,13.1,NA,NA,NA,NA,1,133.6,31.3,NA,NA,NA,151.7,28.6,NA,NA,NA,92.1,9.1,NA,NA,NA,NA
Guney-Deniz 2020,#1160,Guney-Deniz 2020,Quads Tendon,quad isk con 60,nm/kg,22,1,13.5,NA,NA,NA,NA,1,1.6,0.4,NA,NA,NA,1.9,0.4,NA,NA,NA,79.7,10.5,NA,NA,NA,NA
Guney-Deniz 2020,#1160,Guney-Deniz 2020,Quads Tendon,hs isk con 60,nm/kg,22,1,13.5,NA,NA,NA,NA,1,1.3,0.2,NA,NA,NA,1.7,0.3,NA,NA,NA,93.5,11.6,NA,NA,NA,NA
Guney-Deniz 2020,#1160,Guney-Deniz 2020,Quads Tendon,quad isk con 180,nm/kg,22,1,13.5,NA,NA,NA,NA,1,1.2,0.3,NA,NA,NA,1.7,0.3,NA,NA,NA,84.7,8.4,NA,NA,NA,NA
Guney-Deniz 2020,#1160,Guney-Deniz 2020,Quads Tendon,hs isk con 180,nm/kg,22,1,13.5,NA,NA,NA,NA,1,1.4,0.2,NA,NA,NA,1.4,0.2,NA,NA,NA,95.1,15.5,NA,NA,NA,NA
Guney-Deniz 2020,#1160,Guney-Deniz 2020,Quads Tendon,single hop,cm,22,1,13.5,NA,NA,NA,NA,1,140.2,32.6,NA,NA,NA,155.4,22.1,NA,NA,NA,91.9,22.1,NA,NA,NA,NA
Guney-Deniz 2020,#1160,Guney-Deniz 2020,Healthy Control,quad isk con 60,nm/kg,20,1,13,NA,NA,NA,NA,1,1.9,0.2,NA,NA,NA,2.2,0.6,NA,NA,NA,100.6,9.3,NA,NA,NA,NA
Guney-Deniz 2020,#1160,Guney-Deniz 2020,Healthy Control,hs isk con 60,nm/kg,20,1,13,NA,NA,NA,NA,1,1.4,0.2,NA,NA,NA,1.7,0.3,NA,NA,NA,94.4,12.4,NA,NA,NA,NA
Guney-Deniz 2020,#1160,Guney-Deniz 2020,Healthy Control,quad isk con 180,nm/kg,20,1,13,NA,NA,NA,NA,1,1.8,0.3,NA,NA,NA,1.1,0.2,NA,NA,NA,100.5,11.5,NA,NA,NA,NA
Guney-Deniz 2020,#1160,Guney-Deniz 2020,Healthy Control,hs isk con 180,nm/kg,20,1,13,NA,NA,NA,NA,1,1.5,0.2,NA,NA,NA,1.4,0.31,NA,NA,NA,98.4,11.2,NA,NA,NA,NA
Guney-Deniz 2020,#1160,Guney-Deniz 2020,Healthy Control,single hop,cm,20,1,13,NA,NA,NA,NA,1,144,21,NA,NA,NA,153.1,23.1,NA,NA,NA,94.6,6.3,NA,NA,NA,NA
Harput 2020a,#1010,Harput 2020a,BMI <25,quad mvic 60,nm,50,1,1,NA,NA,NA,NA,3,92.17,37.36,NA,NA,NA,196.91,50.17,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harput 2020a,#1010,Harput 2020a,BMI <25,quad mvic 60,nm,50,2,3,NA,NA,NA,NA,3,182.39,41.37,NA,NA,NA,231.41,45.61,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harput 2020a,#1010,Harput 2020a,BMI <25,quad mvic 60,nm,50,3,6,NA,NA,NA,NA,3,225.77,49.51,NA,NA,NA,244.71,45.37,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harput 2020a,#1010,Harput 2020a,BMI <25,quad mvic 60,nm/kg,50,1,1,NA,NA,NA,NA,3,1.28,0.47,NA,NA,NA,2.86,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harput 2020a,#1010,Harput 2020a,BMI <25,quad mvic 60,nm/kg,50,2,3,NA,NA,NA,NA,3,2.51,0.54,NA,NA,NA,3.26,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harput 2020a,#1010,Harput 2020a,BMI <25,quad mvic 60,nm/kg,50,3,6,NA,NA,NA,NA,3,3.09,0.54,NA,NA,NA,3.46,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harput 2020a,#1010,Harput 2020a,BMI <25,hs mvic 60,nm,50,1,1,NA,NA,NA,NA,3,82.63,26.2,NA,NA,NA,144.11,33.82,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harput 2020a,#1010,Harput 2020a,BMI <25,hs mvic 60,nm,50,2,3,NA,NA,NA,NA,3,119.61,32.03,NA,NA,NA,153.61,33.97,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harput 2020a,#1010,Harput 2020a,BMI <25,hs mvic 60,nm,50,3,6,NA,NA,NA,NA,3,136.86,30.9,NA,NA,NA,156.03,33.08,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harput 2020a,#1010,Harput 2020a,BMI <25,hs mvic 60,nm/kg,50,1,1,NA,NA,NA,NA,3,1.14,0.32,NA,NA,NA,2.04,2.09,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harput 2020a,#1010,Harput 2020a,BMI <25,hs mvic 60,nm/kg,50,2,3,NA,NA,NA,NA,3,1.68,0.35,NA,NA,NA,2.17,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harput 2020a,#1010,Harput 2020a,BMI <25,hs mvic 60,nm/kg,50,3,6,NA,NA,NA,NA,3,1.88,0.3,NA,NA,NA,2.18,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harput 2020a,#1010,Harput 2020a,BMI <25,single hop,% leg length,50,3,6,NA,NA,NA,NA,3,165.53,38.13,NA,NA,NA,174.11,29.14,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harput 2020a,#1010,Harput 2020a,BMI <25,vertical hop,cm,50,3,6,NA,NA,NA,NA,3,24.02,5.78,NA,NA,NA,25.45,6.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harput 2020a,#1010,Harput 2020a,BMI <25,sebt anterior,% leg length,50,3,6,NA,NA,NA,NA,3,67.22,21.79,NA,NA,NA,72.09,6.11,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harput 2020a,#1010,Harput 2020a,BMI <25,sebt posteromedial,% leg length,50,3,6,NA,NA,NA,NA,3,95.79,9.96,NA,NA,NA,95.81,9.96,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harput 2020a,#1010,Harput 2020a,BMI <25,sebt posterolateral,% leg length,50,3,6,NA,NA,NA,NA,3,95.5,14.43,NA,NA,NA,95.55,13.84,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harput 2020a,#1010,Harput 2020a,BMI >25,quad mvic 60,nm,41,1,1,NA,NA,NA,NA,3,110.18,42.85,NA,NA,NA,245.65,74.43,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harput 2020a,#1010,Harput 2020a,BMI >25,quad mvic 60,nm,41,2,3,NA,NA,NA,NA,3,210.44,47.66,NA,NA,NA,270.41,68.67,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harput 2020a,#1010,Harput 2020a,BMI >25,quad mvic 60,nm,41,3,6,NA,NA,NA,NA,3,237.4,38.42,NA,NA,NA,293.46,47.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harput 2020a,#1010,Harput 2020a,BMI >25,quad mvic 60,nm/kg,41,1,1,NA,NA,NA,NA,3,1.17,0.41,NA,NA,NA,2.61,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harput 2020a,#1010,Harput 2020a,BMI >25,quad mvic 60,nm/kg,41,2,3,NA,NA,NA,NA,3,2.22,0.44,NA,NA,NA,2.94,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harput 2020a,#1010,Harput 2020a,BMI >25,quad mvic 60,nm/kg,41,3,6,NA,NA,NA,NA,3,2.54,0.32,NA,NA,NA,3.17,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA
